iter	Logloss
505	0.6025783542
506	0.6025415974
507	0.6025131711
508	0.6024899258
509	0.6024234697
510	0.6023856829
511	0.6023266727
512	0.6022719996
513	0.6022439253
514	0.6021935684
515	0.6021648203
516	0.6021267897
517	0.6020834489
518	0.6020313545
519	0.6019862255
520	0.6019682813
521	0.6019277813
522	0.6019007614
523	0.6018496293
524	0.6018348845
525	0.6017946186
526	0.6017741872
527	0.6017481107
528	0.6016916192
529	0.6016587461
530	0.6015982539
531	0.6015539868
532	0.6015066495
533	0.6014627627
534	0.6014431727
535	0.6014166324
536	0.6013814393
537	0.6013455303
538	0.6012975062
539	0.6012516725
540	0.6012184515
541	0.6011625903
542	0.6011145247
543	0.6010595814
544	0.6010199342
545	0.6009687617
546	0.6009393483
547	0.6009148036
548	0.6008798516
549	0.600841632
550	0.6008117089
551	0.6007777867
552	0.6007300072
553	0.6006998178
554	0.6006787328
555	0.6006344464
556	0.6005938203
557	0.600547953
558	0.6005049299
559	0.600478163
560	0.6004387224
561	0.6004114671
562	0.6003806223
563	0.6003451784
564	0.6003087241
565	0.6002730281
566	0.6002421922
567	0.600220265
568	0.6001631758
569	0.6001511047
570	0.6001191795
571	0.6000831702
572	0.6000234143
573	0.5999937434
574	0.5999793217
575	0.5999281734
576	0.5998856847
577	0.5998516497
578	0.5998207107
579	0.5997705223
580	0.5997350003
581	0.5997057179
582	0.5996880048
583	0.5996683712
584	0.599625755
585	0.599596321
586	0.5995606718
587	0.5995183514
588	0.5994941119
589	0.5994629096
590	0.5994221384
591	0.5994081378
592	0.5993764853
593	0.5993180038
594	0.5992967631
595	0.5992533019
596	0.5992258223
597	0.5991942796
598	0.5991723741
599	0.5991211918
600	0.5991149077
601	0.5990855937
602	0.5990410447
603	0.5989882684
604	0.5989597692
605	0.5989275503
606	0.5989066396
607	0.5988622114
608	0.5988213358
609	0.5987899924
610	0.5987778828
611	0.5987364663
612	0.5987220823
613	0.5986933706
614	0.5986546564
615	0.5986331516
616	0.598595976
617	0.5985677854
618	0.5985326608
619	0.5985072623
620	0.5984843903
621	0.5984576443
622	0.5984419987
623	0.5983924043
624	0.5983691529
625	0.5983215663
626	0.5982823613
627	0.5982570266
628	0.5982255066
629	0.5982054445
630	0.5981744343
631	0.5981616448
632	0.5981348858
633	0.5981139016
634	0.5980789291
635	0.5980390321
636	0.5980084454
637	0.59798054
638	0.5979654634
639	0.5979525933
640	0.5979325561
641	0.5979066002
642	0.5978623211
643	0.5978410917
644	0.5978276152
645	0.5977676693
646	0.5977396187
647	0.5977024163
648	0.5976772814
649	0.5976330618
650	0.5976049378
651	0.5975780963
652	0.5975426148
653	0.5975096384
654	0.5974808467
655	0.5974396544
656	0.5973999936
657	0.5973689538
658	0.5973397977
659	0.5973062122
660	0.5972730357
661	0.5972263919
662	0.5971976135
663	0.597164911
664	0.5971388511
665	0.597093873
666	0.5970867474
667	0.5970613999
668	0.5970315928
669	0.5969928782
670	0.5969641973
671	0.5969249624
672	0.5969075519
673	0.5968862584
674	0.5968475292
675	0.5968291462
676	0.5967897396
677	0.5967718881
678	0.5967132238
679	0.5966927013
680	0.59668378
681	0.5966464897
682	0.5966210158
683	0.59657891
684	0.5965431282
685	0.596515955
686	0.5964946681
687	0.5964553317
688	0.5964341076
689	0.596418057
690	0.5963942112
691	0.5963550249
692	0.5963047258
693	0.5962651552
694	0.5962263441
695	0.5961774651
696	0.596131987
697	0.596099338
698	0.5960726937
699	0.5960430717
700	0.5960166163
701	0.5959844909
702	0.5959602578
703	0.5959169967
704	0.5958735768
705	0.5958472599
706	0.5958011023
707	0.5957732842
708	0.5957505864
709	0.5957008748
710	0.5956717349
711	0.5956374042
712	0.5956166167
713	0.5955641932
714	0.5955396647
715	0.5955119389
716	0.5954758498
717	0.5954201791
718	0.5953611745
719	0.595329006
720	0.5953003033
721	0.5952827474
722	0.5952672308
723	0.5952492146
724	0.5952319509
725	0.5951783201
726	0.5951527852
727	0.5951064645
728	0.5950836807
729	0.5950570814
730	0.5950325415
731	0.595007813
732	0.5949908354
733	0.5949719757
734	0.5949383126
735	0.5948921561
736	0.5948708009
737	0.5948526129
738	0.5948251194
739	0.5947933272
740	0.594757823
741	0.5947438397
742	0.5947200082
743	0.5946839726
744	0.5946495788
745	0.5946208629
746	0.5946052915
747	0.5945737366
748	0.5945439283
749	0.5945009822
750	0.5944770763
751	0.5944509875
752	0.5944276927
753	0.5943820245
754	0.5943588513
755	0.5943249675
756	0.5943090044
757	0.5942781045
758	0.5942421024
759	0.5942110192
760	0.5941903752
761	0.5941590706
762	0.5941508973
763	0.5941008114
764	0.5940806846
765	0.5940467769
766	0.5940175539
767	0.5939964547
768	0.5939625881
769	0.5939300697
770	0.5939150476
771	0.593892127
772	0.5938612752
773	0.593821606
774	0.5938091629
775	0.5937820969
776	0.5937569972
777	0.59374239
778	0.5937271389
779	0.5936820044
780	0.5936410196
781	0.5936280518
782	0.5935981775
783	0.5935669232
784	0.593530557
785	0.59350233
786	0.5934828432
787	0.5934622891
788	0.5934393343
789	0.5934154184
790	0.5933787262
791	0.5933511775
792	0.5932925639
793	0.5932743775
794	0.5932405815
795	0.5932159393
796	0.593190161
797	0.5931470969
798	0.5931134387
799	0.5930875783
800	0.5930619761
801	0.593043735
802	0.5930227716
803	0.5929778251
804	0.5929417225
805	0.5929223825
806	0.5928735479
807	0.5928417421
808	0.5928051173
809	0.5927770245
810	0.5927349751
811	0.592713667
812	0.5926801437
813	0.5926446513
814	0.5926237173
815	0.5925989744
816	0.592561143
817	0.5925287813
818	0.5924864165
819	0.5924580954
820	0.5924519685
821	0.5924237856
822	0.5923832355
823	0.5923359758
824	0.5922928574
825	0.5922713604
826	0.5922343367
827	0.5922158742
828	0.5922038854
829	0.5921889617
830	0.5921730082
831	0.592155829
832	0.5921416103
833	0.5921034256
834	0.5920699081
835	0.5920525073
836	0.5920031755
837	0.5919552604
838	0.591927599
839	0.5918922533
840	0.5918370454
841	0.5918107242
842	0.5917613748
843	0.5917339463
844	0.5916818748
845	0.5916462897
846	0.5916312608
847	0.5916112883
848	0.5915824213
849	0.5915470946
850	0.5915123968
851	0.5914628223
852	0.5914304141
853	0.5914078791
854	0.5913518903
855	0.5913330436
856	0.5912964052
857	0.5912775843
858	0.5912623272
859	0.5912437933
860	0.5912337353
861	0.5912284423
862	0.5911849128
863	0.5911588399
864	0.5911350544
865	0.5911108611
866	0.5910912424
867	0.5910735007
868	0.5910453272
869	0.5910211062
870	0.5909862487
871	0.5909518667
872	0.5909237385
873	0.5909123025
874	0.5908935882
875	0.5908598925
876	0.5908383494
877	0.5908155397
878	0.590786301
879	0.5907687213
880	0.590731671
881	0.5907147602
882	0.590654594
883	0.5906354011
884	0.5906202224
885	0.5905835266
886	0.5905629412
887	0.5905491599
888	0.5905334528
889	0.5905043916
890	0.5904860635
891	0.5904750019
892	0.5904343342
893	0.5904078564
894	0.5903536481
895	0.5903430409
896	0.5903077285
897	0.5902886413
898	0.5902573119
899	0.5902227928
900	0.5902033842
901	0.5901991375
902	0.5901829355
903	0.5901587715
904	0.5901240957
905	0.5901043974
906	0.590073548
907	0.5900330254
908	0.5900195208
909	0.5899920007
910	0.5899668078
911	0.5899467165
912	0.5899241676
913	0.5899081527
914	0.5898821249
915	0.589841155
916	0.5897956348
917	0.5897612575
918	0.5897090129
919	0.5897053895
920	0.5896881928
921	0.5896687529
922	0.5896523403
923	0.589639396
924	0.5896123844
925	0.5895782719
926	0.5895359121
927	0.589470304
928	0.5894201084
929	0.5894029446
930	0.5893796164
931	0.5893609301
932	0.5893203884
933	0.5892704493
934	0.5892434312
935	0.5892284466
936	0.5892081223
937	0.5891751608
938	0.5891675975
939	0.5891571865
940	0.5891458072
941	0.5891198853
942	0.5890928005
943	0.5890639916
944	0.5890422147
945	0.5890291584
946	0.5889993267
947	0.5889843299
948	0.5889359444
949	0.5889133119
950	0.5888942012
951	0.5888732596
952	0.5888489164
953	0.5888242458
954	0.5887653252
955	0.588748853
956	0.5887290836
957	0.5886910069
958	0.5886541302
959	0.5886098543
960	0.5885827485
961	0.5885561104
962	0.5885257134
963	0.5885105581
964	0.5884938021
965	0.5884617814
966	0.5884394381
967	0.5884214955
968	0.5884102447
969	0.5883633155
970	0.5883160725
971	0.5882769105
972	0.588255744
973	0.5882154933
974	0.5881960361
975	0.5881772724
976	0.5881666905
977	0.5881476768
978	0.5881207229
979	0.5880991475
980	0.5880743138
981	0.5880423579
982	0.5880280022
983	0.5879949462
984	0.5879836997
985	0.5879753519
986	0.5879612074
987	0.5879520748
988	0.5879271238
989	0.5878938063
990	0.5878753655
991	0.5878646128
992	0.587837413
993	0.5878050519
994	0.5877788359
995	0.5877585189
996	0.5877362809
997	0.587690666
998	0.5876686999
999	0.5876479873
